301083	5687	6000	99	6
1039	5687	6000	99	6
992	5687	6000	99	6
959	5687	6000	99	6
965	5687	6000	99	6
970	5687	6000	99	6
975	5687	6000	99	6
1053	5687	6000	99	6
1015	5687	6000	99	6
1076	5687	6000	99	6
1014	5687	6000	99	6
6495	5687	6000	99	6
11417	5691	6000	99	6
6720	5691	6000	99	6
1209	5691	6000	99	6
1108	5691	6000	99	6
1073	5691	6000	99	6
1058	5691	6000	99	6
1135	5691	6000	99	6
1148	5691	6000	99	6
1180	5691	6000	99	6
1152	5691	6000	99	6
1084	5691	6000	99	6
1137	5691	6000	99	6
1288	5691	6000	99	6
1507	5691	6000	99	6
1399	5691	6000	99	6
1191	5691	6000	99	6
1183	5691	6000	99	6
1580	5691	6000	99	6
1235	5691	6000	99	6
1396	5691	6000	99	6
6418	5691	6000	99	6
11943	5692	6000	99	6
8245	5692	6000	99	6
1503	5692	6000	99	6
1176	5692	6000	99	6
1143	5692	6000	99	6
1349	5692	6000	99	6
1282	5692	6000	99	6
1161	5692	6000	99	6
1126	5692	6000	99	6
1297	5692	6000	99	6
1200	5692	6000	99	6
1304	5692	6000	99	6
1388	5692	6000	99	6
1348	5692	6000	99	6
1334	5692	6000	99	6
1234	5692	6000	99	6
1202	5692	6000	99	6
1178	5692	6000	99	6
1184	5692	6000	99	6
1196	5692	6000	99	6
1168	5692	6000	99	6
6580	5692	6000	99	6
11981	5686	6000	99	6
8485	5686	6000	99	6
1317	5686	6000	99	6
1141	5686	6000	99	6
1306	5686	6000	99	6
1154	5686	6000	99	6
1132	5686	6000	99	6
1282	5686	6000	99	6
1780	5686	6000	99	6
1396	5686	6000	99	6
1934	5686	6000	99	6
1902	5686	6000	99	6
1445	5686	6000	99	6
7058	5686	6000	99	6
12096	5689	6000	99	6
7617	5689	6000	99	6
1547	5689	6000	99	6
1767	5689	6000	99	6
1353	5689	6000	99	6
1312	5689	6000	99	6
1383	5689	6000	99	6
1706	5689	6000	99	6
1387	5689	6000	99	6
1942	5689	6000	99	6
1406	5689	6000	99	6
7025	5689	6000	99	6
11993	5689	6000	99	6
7732	5689	6000	99	6
1413	5689	6000	99	6
1686	5689	6000	99	6
1427	5689	6000	99	6
1360	5689	6000	99	6
1709	5689	6000	99	6
1564	5689	6000	99	6
1407	5689	6000	99	6
1452	5689	6000	99	6
1906	5689	6000	99	6
12103	5685	6000	99	6
11975	5685	6000	99	6
2306	5685	6000	99	6
1373	5685	6000	99	6
1347	5685	6000	99	6
1613	5685	6000	99	6
1719	5685	6000	99	6
1346	5685	6000	99	6
1712	5685	6000	99	6
1493	5685	6000	99	6
1511	5685	6000	99	6
1374	5685	6000	99	6
6791	5685	6000	99	6
12008	5688	6000	99	6
7691	5688	6000	99	6
1434	5688	6000	99	6
1769	5688	6000	99	6
1354	5688	6000	99	6
1735	5688	6000	99	6
1388	5688	6000	99	6
1606	5688	6000	99	6
1377	5688	6000	99	6
1358	5688	6000	99	6
1426	5688	6000	99	6
1446	5688	6000	99	6
12145	5689	6000	99	6
11970	5689	6000	99	6
2319	5689	6000	99	6
1480	5689	6000	99	6
1320	5689	6000	99	6
1755	5689	6000	99	6
1403	5689	6000	99	6
1874	5689	6000	99	6
1392	5689	6000	99	6
1786	5689	6000	99	6
1449	5689	6000	99	6
6663	5689	6000	99	6
12011	5688	6000	99	6
7649	5688	6000	99	6
1359	5688	6000	99	6
1753	5688	6000	99	6
1394	5688	6000	99	6
1720	5688	6000	99	6
1341	5688	6000	99	6
1425	5688	6000	99	6
1768	5688	6000	99	6
1872	5688	6000	99	6
7489	5688	6000	99	6
12024	5687	6000	99	6
7210	5687	6000	99	6
1408	5687	6000	99	6
1450	5687	6000	99	6
1487	5687	6000	99	6
1339	5687	6000	99	6
1385	5687	6000	99	6
1395	5687	6000	99	6
1376	5687	6000	99	6
1510	5687	6000	99	6
2058	5687	6000	99	6
1544	5687	6000	99	6
6979	5687	6000	99	6
11985	5690	6000	99	6
7638	5690	6000	99	6
1374	5690	6000	99	6
1745	5690	6000	99	6
1398	5690	6000	99	6
1695	5690	6000	99	6
1365	5690	6000	99	6
1748	5690	6000	99	6
1380	5690	6000	99	6
1762	5690	6000	99	6
1434	5690	6000	99	6
1399	5690	6000	99	6
6582	5690	6000	99	6
47824	5686	6000	99	6
7189	5686	6000	99	6
2088	5686	6000	99	6
1396	5686	6000	99	6
1979	5686	6000	99	6
2449	5686	6000	99	6
1906	5686	6000	99	6
9342	5686	6000	99	6
1462	5686	6000	99	6
1775	5686	6000	99	6
11943	5688	6000	99	6
11973	5688	6000	99	6
2279	5688	6000	99	6
1548	5688	6000	99	6
1357	5688	6000	99	6
1357	5688	6000	99	6
1339	5688	6000	99	6
1331	5688	6000	99	6
1459	5688	6000	99	6
1306	5688	6000	99	6
1551	5688	6000	99	6
1178	5688	6000	99	6
1211	5688	6000	99	6
1186	5688	6000	99	6
1136	5688	6000	99	6
1157	5688	6000	99	6
1289	5688	6000	99	6
1144	5688	6000	99	6
1488	5688	6000	99	6
1192	5688	6000	99	6
6444	5688	6000	99	6
11967	5693	6000	99	6
7585	5693	6000	99	6
1176	5693	6000	99	6
1210	5693	6000	99	6
1096	5693	6000	99	6
1073	5693	6000	99	6
1270	5693	6000	99	6
1249	5693	6000	99	6
1119	5693	6000	99	6
1077	5693	6000	99	6
1072	5693	6000	99	6
1219	5693	6000	99	6
1135	5693	6000	99	6
1382	5693	6000	99	6
1304	5693	6000	99	6
1151	5693	6000	99	6
1318	5693	6000	99	6
1404	5693	6000	99	6
1147	5693	6000	99	6
1329	5693	6000	99	6
6488	5693	6000	99	6
11887	5688	6000	99	6
7567	5688	6000	99	6
1172	5688	6000	99	6
1088	5688	6000	99	6
1077	5688	6000	99	6
1111	5688	6000	99	6
1081	5688	6000	99	6
1101	5688	6000	99	6
1081	5688	6000	99	6
1099	5688	6000	99	6
1076	5688	6000	99	6
1073	5688	6000	99	6
1154	5688	6000	99	6
1116	5688	6000	99	6
1162	5688	6000	99	6
1400	5688	6000	99	6
1265	5688	6000	99	6
1158	5688	6000	99	6
1195	5688	6000	99	6
6585	5688	6000	99	6
11895	5686	6000	99	6
7612	5686	6000	99	6
1175	5686	6000	99	6
1141	5686	6000	99	6
1098	5686	6000	99	6
1100	5686	6000	99	6
1081	5686	6000	99	6
1255	5686	6000	99	6
1392	5686	6000	99	6
1215	5686	6000	99	6
1107	5686	6000	99	6
1370	5686	6000	99	6
1312	5686	6000	99	6
1191	5686	6000	99	6
1356	5686	6000	99	6
1222	5686	6000	99	6
1263	5686	6000	99	6
6497	5686	6000	99	6
11888	5687	6000	99	6
7598	5687	6000	99	6
1134	5687	6000	99	6
1088	5687	6000	99	6
1255	5687	6000	99	6
1150	5687	6000	99	6
1091	5687	6000	99	6
1309	5687	6000	99	6
1112	5687	6000	99	6
1082	5687	6000	99	6
1077	5687	6000	99	6
1396	5687	6000	99	6
1152	5687	6000	99	6
1233	5687	6000	99	6
1308	5687	6000	99	6
1165	5687	6000	99	6
1137	5687	6000	99	6
1160	5687	6000	99	6
1184	5687	6000	99	6
6537	5687	6000	99	6
12009	5689	6000	99	6
7605	5689	6000	99	6
1147	5689	6000	99	6
1091	5689	6000	99	6
1078	5689	6000	99	6
1076	5689	6000	99	6
1128	5689	6000	99	6
1197	5689	6000	99	6
1093	5689	6000	99	6
1076	5689	6000	99	6
1395	5689	6000	99	6
1263	5689	6000	99	6
1311	5689	6000	99	6
1148	5689	6000	99	6
1127	5689	6000	99	6
1121	5689	6000	99	6
1122	5689	6000	99	6
1142	5689	6000	99	6
1176	5689	6000	99	6
1146	5689	6000	99	6
1151	5689	6000	99	6
1276	5689	6000	99	6
1318	5689	6000	99	6
6732	5689	6000	99	6
11884	5689	6000	99	6
7707	5689	6000	99	6
1250	5689	6000	99	6
1089	5689	6000	99	6
1071	5689	6000	99	6
1093	5689	6000	99	6
1096	5689	6000	99	6
1221	5689	6000	99	6
1095	5689	6000	99	6
1156	5689	6000	99	6
1086	5689	6000	99	6
1185	5689	6000	99	6
1122	5689	6000	99	6
1139	5689	6000	99	6
1109	5689	6000	99	6
1315	5689	6000	99	6
1251	5689	6000	99	6
1302	5689	6000	99	6
1187	5689	6000	99	6
1305	5689	6000	99	6
1147	5689	6000	99	6
1144	5689	6000	99	6
1117	5689	6000	99	6
1112	5689	6000	99	6
1154	5689	6000	99	6
1174	5689	6000	99	6
1403	5689	6000	99	6
6614	5689	6000	99	6
11931	5689	6000	99	6
6555	5689	6000	99	6
2238	5689	6000	99	6
1259	5689	6000	99	6
1120	5689	6000	99	6
1103	5689	6000	99	6
1076	5689	6000	99	6
1106	5689	6000	99	6
1079	5689	6000	99	6
1208	5689	6000	99	6
1090	5689	6000	99	6
1072	5689	6000	99	6
1305	5689	6000	99	6
1162	5689	6000	99	6
1127	5689	6000	99	6
1139	5689	6000	99	6
1129	5689	6000	99	6
1133	5689	6000	99	6
1366	5689	6000	99	6
1174	5689	6000	99	6
1122	5689	6000	99	6
1337	5689	6000	99	6
1133	5689	6000	99	6
1167	5689	6000	99	6
1202	5689	6000	99	6
6493	5689	6000	99	6
11898	5689	6000	99	6
7580	5689	6000	99	6
1180	5689	6000	99	6
1092	5689	6000	99	6
1081	5689	6000	99	6
1095	5689	6000	99	6
1078	5689	6000	99	6
1081	5689	6000	99	6
1077	5689	6000	99	6
1403	5689	6000	99	6
1125	5689	6000	99	6
