2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5697	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
3	5700	6000	99	6
3	5700	6000	99	6
2	5700	6000	99	6
3	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5702	6000	99	6
2	5702	6000	99	6
2	5702	6000	99	6
2	5702	6000	99	6
2	5702	6000	99	6
3	5702	6000	99	6
2	5702	6000	99	6
2	5702	6000	99	6
2	5702	6000	99	6
2	5702	6000	99	6
2	5702	6000	99	6
2	5702	6000	99	6
2	5702	6000	99	6
3	5702	6000	99	6
2	5702	6000	99	6
2	5702	6000	99	6
2	5702	6000	99	6
2	5702	6000	99	6
2	5702	6000	99	6
2	5702	6000	99	6
2	5702	6000	99	6
2	5702	6000	99	6
2	5702	6000	99	6
2	5702	6000	99	6
2	5702	6000	99	6
2	5702	6000	99	6
2	5702	6000	99	6
2	5702	6000	99	6
2	5702	6000	99	6
3	5702	6000	99	6
2	5702	6000	99	6
2	5702	6000	99	6
2	5702	6000	99	6
2	5702	6000	99	6
2	5702	6000	99	6
2	5702	6000	99	6
2	5702	6000	99	6
2	5702	6000	99	6
2	5702	6000	99	6
2	5702	6000	99	6
2	5702	6000	99	6
2	5702	6000	99	6
2	5702	6000	99	6
2	5702	6000	99	6
2	5703	6000	99	6
2	5703	6000	99	6
2	5703	6000	99	6
2	5703	6000	99	6
2	5703	6000	99	6
2	5703	6000	99	6
2	5703	6000	99	6
2	5703	6000	99	6
2	5703	6000	99	6
2	5703	6000	99	6
2	5703	6000	99	6
2	5703	6000	99	6
3	5703	6000	99	6
2	5703	6000	99	6
2	5703	6000	99	6
2	5703	6000	99	6
2	5703	6000	99	6
2	5703	6000	99	6
2	5703	6000	99	6
2	5703	6000	99	6
3	5703	6000	99	6
2	5703	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
3	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
3	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
2	5700	6000	99	6
